"order_detail_id","order_id","product_id","quantity","discount"
625,209,66,2,20.95
626,210,68,2,25.50
627,210,74,3,14.09
628,211,23,1,11.12
629,211,24,3,11.52
630,211,11,3,3.27
631,212,22,2,7.02
632,212,80,5,34.93
633,212,56,5,6.88
634,212,58,1,4.76
635,212,31,4,1.79
636,213,44,1,2.30
637,213,21,5,29.69
638,214,32,5,29.84
639,215,57,2,10.15
640,215,63,4,14.04
641,216,33,4,22.79
642,216,46,5,9.73
643,217,44,1,13.64
644,218,25,4,13.58
645,218,36,3,9.50
646,218,58,4,23.69
647,219,49,4,17.00
648,219,3,2,1.55
649,219,25,2,24.61
650,219,79,5,11.04
651,219,2,3,13.33
652,220,46,1,3.66
653,221,16,1,6.23
654,221,10,5,4.55
655,221,34,5,9.38
656,221,43,4,12.96
657,222,80,3,13.79
658,222,65,4,33.42
659,223,35,5,1.94
660,223,14,1,5.75
661,223,24,3,1.18
662,223,42,2,8.72
663,224,60,2,14.47
664,224,49,3,2.25
665,224,59,2,20.93
666,224,27,5,21.31
667,224,8,3,7.24
668,225,58,4,4.14
669,225,72,1,25.92
670,225,34,2,8.97
671,225,64,5,2.97
672,225,73,1,13.48
673,226,18,2,7.79
674,226,12,2,0.25
675,226,51,3,12.52
676,226,43,5,33.30
677,226,58,4,8.45
678,227,65,1,2.53
679,228,74,2,11.45
680,229,69,2,12.15
681,229,66,2,34.06
682,229,23,5,3.46
683,229,47,1,7.69
684,230,65,5,9.53
685,230,63,1,10.51
686,230,6,2,11.09
687,231,53,5,1.24
688,231,33,4,4.95
689,231,26,5,13.83
690,232,12,4,10.01
691,232,65,2,8.69
692,233,43,2,1.80
693,233,22,2,2.31
694,233,8,2,9.77
695,233,23,5,36.85
696,233,18,5,4.00
697,234,14,2,2.23
698,234,56,3,2.73
699,234,76,1,12.01
700,234,24,3,20.89
701,235,35,2,14.99
702,236,33,3,4.79
703,236,9,5,10.34
704,236,22,2,12.98
705,236,6,5,0.35
706,237,47,5,4.26
707,237,28,5,6.41
708,237,8,5,1.52
709,237,5,1,31.09
710,238,70,5,2.11
711,238,23,1,11.29
712,239,33,5,5.68
713,239,2,1,36.67
714,239,23,5,8.81
715,239,35,1,13.53
716,239,70,2,16.46
717,240,56,1,0.71
718,241,63,2,12.02
719,241,2,1,29.85
720,241,40,5,30.36
721,241,54,1,6.83
722,241,25,4,13.48
723,242,80,2,4.32
724,242,69,4,13.43
725,242,1,3,3.54
726,242,18,2,4.37
727,242,24,4,8.31
728,243,20,4,4.71
729,244,23,1,13.75
730,245,22,4,2.62
731,245,32,3,7.66
732,245,64,2,29.91
733,245,42,5,7.02
734,246,58,2,14.44
735,246,42,5,2.07
736,246,11,1,5.53
737,246,24,3,2.05
738,247,22,4,11.19
739,248,14,1,4.44
740,248,25,1,8.29
741,248,53,4,7.08
742,249,30,5,4.20
743,249,72,3,3.37
744,249,31,2,35.82
745,250,79,2,12.65
746,250,63,4,11.10
747,250,6,3,25.79
748,250,20,5,13.39
749,250,16,3,23.00
750,251,63,2,1.97
751,251,11,1,17.35
752,252,50,3,7.34
753,252,60,4,7.63
754,253,39,3,6.28
755,253,64,5,10.65
756,253,11,4,26.19
757,253,57,2,2.18
758,253,14,1,0.49
759,254,5,1,3.92
760,254,70,3,11.22
761,254,35,3,1.06
762,255,7,5,14.71
763,255,35,1,4.70
764,255,14,5,7.18
765,255,55,1,8.68
766,255,47,1,35.73
767,256,76,3,1.51
768,257,41,5,2.24
769,257,76,2,4.88
770,257,23,1,12.71
771,258,56,2,2.76
772,258,32,1,6.53
773,258,2,4,27.36
774,259,68,3,13.55
775,259,75,2,8.39
776,259,51,3,28.37
777,260,24,4,18.46
778,260,36,5,13.58
779,260,37,2,3.26
780,260,40,2,7.18
781,261,61,2,7.85
782,262,43,5,32.51
783,262,14,5,6.63
784,262,26,3,13.62
785,262,52,4,10.23
786,263,45,5,25.05
787,263,31,1,8.11
788,263,6,4,8.63
789,263,19,4,14.17
790,263,1,2,3.89
791,264,5,5,15.69
792,264,36,3,13.21
793,264,61,5,34.57
794,264,45,4,7.15
795,265,3,2,4.13
796,266,66,2,17.78
797,267,17,4,9.13
798,267,43,4,10.87
799,267,22,1,1.38
800,267,54,2,2.91
801,267,3,2,1.77
802,268,71,3,4.32
803,268,52,4,16.35
804,269,5,5,6.11
805,270,59,2,3.21
806,270,21,5,1.49
807,271,29,5,3.09
808,271,68,5,0.57
809,271,49,4,16.14
810,271,37,1,6.35
811,272,2,5,24.87
812,273,75,2,3.74
813,273,12,4,6.17
814,273,56,3,11.08
815,273,16,2,2.77
816,273,71,4,12.29
817,274,72,3,9.81
818,274,61,4,4.55
819,274,8,4,8.50
820,275,14,3,6.18
821,276,37,1,5.70
822,277,38,3,6.44
823,277,6,4,3.51
824,277,27,1,11.83
825,278,18,1,8.74
826,278,10,1,1.00
827,279,33,5,12.90
828,279,57,4,5.84
829,279,35,4,11.78
830,280,3,2,14.76
831,280,67,4,8.21
832,280,33,2,2.35
833,281,46,1,3.50
834,281,58,4,9.52
835,281,45,1,26.15
836,282,64,2,1.62
837,282,45,3,14.48
838,282,18,3,19.59
839,282,14,3,13.89
840,283,80,5,27.07
841,283,48,2,11.45
842,283,76,3,1.84
843,283,17,4,5.27
844,284,66,5,13.34
845,284,35,3,1.96
846,285,35,3,4.81
847,285,80,3,12.86
848,285,33,3,4.12
849,285,34,2,2.18
850,286,36,4,12.89
851,286,25,4,10.66
852,287,54,4,9.59
853,287,11,4,11.59
854,287,8,3,32.33
855,287,6,4,7.36
856,287,7,2,12.18
857,288,48,4,11.34
858,288,78,5,20.66
859,288,20,2,3.89
860,288,70,2,6.65
861,288,77,4,17.59
862,289,39,2,13.94
863,289,33,2,1.14
864,289,51,2,5.26
865,290,80,3,7.19
866,290,10,4,10.47
867,291,11,2,6.38
868,291,52,4,7.50
869,291,25,5,30.13
870,291,10,5,10.77
871,292,80,3,4.71
872,292,54,3,4.91
873,292,20,4,8.84
874,292,50,1,31.97
875,293,48,3,0.81
876,293,5,4,11.16
877,293,63,1,12.61
878,293,13,2,8.67
879,294,15,3,8.78
880,294,71,2,9.44
881,295,39,2,2.35
882,295,46,1,16.96
883,296,6,1,13.91
884,296,72,1,3.49
885,297,12,2,11.99
886,297,48,5,8.99
887,297,47,5,9.13
888,297,39,3,12.85
889,297,20,3,8.70
890,298,34,4,10.30
891,298,15,2,6.57
892,298,71,2,13.11
893,298,37,1,10.55
894,299,40,4,20.55
895,299,43,5,1.17
896,299,23,5,6.62
897,300,51,2,7.23
898,300,62,1,35.55
899,300,55,2,1.39
900,301,7,5,1.15
901,301,58,5,9.05
902,301,80,5,4.80
903,301,16,2,8.82
904,301,61,2,4.67
905,302,42,4,10.89
906,303,25,5,0.19
907,303,60,4,0.48
908,303,29,1,4.01
909,303,77,2,7.85
910,303,51,4,4.58
911,304,59,1,9.17
912,304,3,1,14.92
913,304,73,5,11.69
914,305,25,2,29.38
915,305,17,4,21.63
916,306,62,1,12.47
917,306,79,3,13.89
918,306,2,5,4.54
919,307,76,4,1.02
920,307,1,1,10.12
921,307,27,2,8.90
922,307,12,2,4.68
923,307,40,1,4.44
924,308,55,1,10.15
925,308,71,4,8.88
926,309,72,3,8.67
927,309,49,3,4.31
928,309,16,2,8.62
929,309,12,1,9.53
930,309,20,3,7.61
931,310,6,1,19.73
932,311,79,2,11.88
933,312,48,4,14.06
934,312,71,5,34.06
935,312,32,2,6.93
936,312,8,4,10.64
937,313,21,1,5.01
938,313,9,3,2.91
939,313,2,1,14.75
940,313,20,4,5.94
941,313,4,5,27.10
942,314,47,1,2.64
943,314,10,1,14.81
944,314,57,5,14.75
945,314,33,4,3.41
946,314,2,4,10.94
947,315,14,5,25.29
948,316,72,1,8.03
949,316,52,2,14.29
950,316,12,2,3.93
951,316,35,4,20.74
952,317,45,1,6.93
953,318,80,4,14.96
954,318,37,4,7.45
955,318,53,4,0.59
956,318,30,4,14.50
957,318,46,4,0.32
958,319,1,5,38.51
959,319,33,3,4.73
960,319,12,2,8.39
961,320,15,4,24.96
962,320,5,2,6.87
963,320,68,2,11.78
964,320,40,3,13.82
965,320,45,3,13.93
966,321,56,3,32.30
967,322,38,2,4.39
968,322,2,3,38.51
969,322,30,5,5.95
970,322,54,4,5.07
971,323,41,4,4.96
972,323,9,2,8.99
973,323,72,5,1.03
974,323,60,4,32.85
975,323,39,1,13.98
976,324,57,5,10.17
977,324,40,5,5.74
978,324,12,4,22.30
979,324,56,1,3.51
980,324,69,5,11.99
981,325,11,1,3.13
982,325,48,4,4.84
983,325,6,3,8.54
984,326,4,4,6.80
985,327,29,4,4.43
986,328,38,5,24.01
987,328,51,1,2.51
988,328,22,4,14.71
989,329,11,2,8.03
990,329,57,3,17.89
991,330,16,2,8.66
992,331,41,4,19.90
993,331,25,3,2.19
994,332,20,4,0.96
995,332,32,4,27.24
996,332,77,5,0.60
997,332,23,5,3.56
998,332,56,5,14.07
999,333,62,2,12.97
1000,333,10,4,14.33
1001,333,19,4,28.51
1002,334,41,5,9.00
1003,334,79,2,8.63
1004,334,21,4,7.81
1005,335,36,1,2.20
1006,335,19,5,12.60
1007,335,48,5,14.12
1008,336,74,5,5.68
1009,336,51,4,3.25
1010,336,73,5,9.33
1011,336,22,1,37.50
1012,336,68,4,32.05
1013,337,74,1,1.15
1014,338,63,2,14.48
1015,338,11,3,26.92
1016,339,17,5,10.46
1017,339,56,4,12.41
1018,339,10,5,6.78
1019,340,27,4,14.30
1020,340,11,1,12.15
1021,341,16,2,13.51
1022,341,49,2,4.34
1023,341,41,1,3.23
1024,342,67,4,11.82
1025,343,72,2,2.29
1026,344,12,3,14.81
1027,344,30,3,18.40
1028,345,55,5,38.50
1029,345,48,4,38.63
1030,345,27,1,2.76
1031,345,76,4,0.06
1032,345,69,3,39.31
1033,346,55,5,34.77
1034,346,50,3,15.87
1035,346,70,2,9.88
1036,346,32,3,19.18
1037,346,20,4,27.67
1038,347,11,3,33.75
1039,348,75,3,0.39
1040,348,2,4,6.87
1041,348,57,1,13.48
1042,348,15,3,7.34
1043,349,54,1,1.94
1044,350,17,4,2.53
1045,350,67,1,13.64
1046,350,14,4,8.86
1047,350,19,1,6.39
1048,351,58,1,11.87
1049,351,77,2,13.67
1050,352,30,5,11.96
1051,352,40,5,5.32
1052,352,3,1,15.92
1053,353,45,1,3.57
1054,353,58,4,5.38
1055,353,22,3,20.51
1056,353,20,2,10.23
1057,353,8,5,10.89
1058,354,3,5,1.44
1059,354,36,2,1.07
1060,355,28,3,9.13
1061,355,72,2,5.01
1062,355,51,4,10.96
1063,355,45,3,8.80
1064,356,29,5,37.72
1065,356,53,2,8.02
1066,356,54,2,12.73
1067,356,67,1,4.11
1068,357,12,3,1.31
1069,357,66,5,9.11
1070,358,8,1,13.33
1071,358,45,3,4.16
1072,358,59,5,30.31
1073,359,61,5,26.34
1074,359,32,4,9.84
1075,359,76,3,3.91
1076,359,29,4,2.71
1077,360,61,3,12.30
1078,361,13,1,18.97
1079,361,16,1,0.10
1080,361,23,2,12.43
1081,361,40,4,10.23
1082,361,31,3,6.58
1083,362,79,3,12.66
1084,362,70,3,5.09
1085,363,77,3,24.01
1086,363,49,2,12.53
1087,363,32,3,11.48
1088,363,15,5,14.16
1089,363,20,3,7.65
1090,364,5,5,1.31
1091,365,68,1,1.58
1092,366,70,4,13.47
1093,366,74,2,2.40
1094,367,3,2,7.71
1095,367,79,4,5.53
1096,367,47,5,14.88
1097,367,52,4,14.03
1098,367,41,3,2.45
1099,368,38,1,8.38
1100,368,51,5,5.03
1101,368,11,5,4.14
1102,368,14,5,1.37
1103,368,20,3,13.44
1104,369,59,3,12.88
1105,369,67,4,12.78
1106,370,23,5,2.93
1107,371,57,5,6.40
1108,371,28,4,38.25
1109,371,12,2,14.94
1110,372,36,2,11.67
1111,372,10,1,13.17
1112,372,62,1,8.64
1113,372,79,2,5.25
1114,373,54,4,13.65
1115,373,3,4,10.95
1116,373,20,1,9.57
1117,373,12,2,30.88
1118,373,9,1,13.14
1119,374,46,2,8.30
1120,374,41,2,10.32
1121,374,76,4,6.30
1122,374,42,5,34.28
1123,375,43,1,10.58
1124,375,63,2,6.74
1125,375,35,4,5.51
1126,375,17,4,37.54
1127,376,68,5,7.33
1128,376,1,2,20.58
1129,377,16,3,24.20
1130,377,61,3,1.11
1131,377,40,2,0.49
1132,377,48,2,7.36
1133,377,63,2,6.77
1134,378,77,1,26.90
1135,378,12,5,6.92
1136,379,33,3,11.00
1137,379,23,2,7.13
1138,379,39,4,5.09
1139,379,7,2,8.55
1140,379,25,3,6.31
1141,380,4,4,1.15
1142,380,50,1,7.99
1143,380,26,4,4.22
1144,381,64,1,28.88
1145,381,31,3,13.85
1146,382,45,2,19.23
1147,382,27,2,27.29
1148,382,46,5,16.79
1149,382,34,5,5.46
1150,383,5,2,3.74
